stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\szymo\Downloads\Arkanoid-master\Arkanoid-master\bin\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.07998] added dtor for sub_bitmap 0000000002156570, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07998] added dtor for sub_bitmap 0000000002155EB0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.07999] added dtor for sub_bitmap 00000000021559A0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08000] added dtor for sub_bitmap 0000000002155490, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08000] added dtor for sub_bitmap 0000000002156720, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08002] added dtor for sub_bitmap 00000000021568D0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08002] added dtor for sub_bitmap 0000000002155640, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08003] added dtor for sub_bitmap 0000000002156A80, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08003] added dtor for sub_bitmap 0000000002154DD0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08004] added dtor for sub_bitmap 0000000002154F80, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08005] added dtor for sub_bitmap 0000000002155130, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08005] added dtor for sub_bitmap 00000000021557F0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08014] added dtor for sub_bitmap 00000000021596A0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08015] added dtor for sub_bitmap 000000000215A0C0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08016] added dtor for sub_bitmap 000000000215AAE0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08017] added dtor for sub_bitmap 0000000002159850, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08018] added dtor for sub_bitmap 000000000215A930, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08018] added dtor for sub_bitmap 00000000021580B0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08019] added dtor for sub_bitmap 00000000021594F0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08020] added dtor for sub_bitmap 0000000002159F10, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08020] added dtor for sub_bitmap 0000000002157F00, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08021] added dtor for sub_bitmap 0000000002158770, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08022] added dtor for sub_bitmap 00000000021579F0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08022] added dtor for sub_bitmap 000000000215A270, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08023] added dtor for sub_bitmap 000000000215B350, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08024] added dtor for sub_bitmap 000000000215A420, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08024] added dtor for sub_bitmap 000000000215B500, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08025] added dtor for sub_bitmap 0000000002158C80, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08026] added dtor for sub_bitmap 0000000002159A00, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08026] added dtor for sub_bitmap 0000000002158260, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08027] added dtor for sub_bitmap 000000000215AFF0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08027] added dtor for sub_bitmap 0000000002158410, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08028] added dtor for sub_bitmap 0000000002158FE0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08029] added dtor for sub_bitmap 000000000215B6B0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08029] added dtor for sub_bitmap 0000000002157BA0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08030] added dtor for sub_bitmap 000000000215A5D0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08031] added dtor for sub_bitmap 0000000002159BB0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08032] added dtor for sub_bitmap 00000000021585C0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08033] added dtor for sub_bitmap 0000000002159D60, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08034] added dtor for sub_bitmap 000000000215A780, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08034] added dtor for sub_bitmap 0000000002158920, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08035] added dtor for sub_bitmap 0000000002157D50, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08036] added dtor for sub_bitmap 0000000002158E30, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08036] added dtor for sub_bitmap 000000000215AC90, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08037] added dtor for sub_bitmap 0000000002158AD0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08038] added dtor for sub_bitmap 000000000215AE40, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08038] added dtor for sub_bitmap 000000000215B1A0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08039] added dtor for sub_bitmap 0000000002159190, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08040] added dtor for sub_bitmap 0000000002159340, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08041] added dtor for sub_bitmap 000000000215DF10, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08042] added dtor for sub_bitmap 000000000215E420, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08043] added dtor for sub_bitmap 00000000021600D0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08043] added dtor for sub_bitmap 000000000215E930, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08044] added dtor for sub_bitmap 000000000215F6B0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08044] added dtor for sub_bitmap 000000000215EAE0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08045] added dtor for sub_bitmap 000000000215D850, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08046] added dtor for sub_bitmap 000000000215FBC0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08046] added dtor for sub_bitmap 000000000215E780, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08047] added dtor for sub_bitmap 000000000215D340, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08048] added dtor for sub_bitmap 000000000215D190, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08048] added dtor for sub_bitmap 000000000215F350, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08049] added dtor for sub_bitmap 000000000215DA00, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08050] added dtor for sub_bitmap 0000000002160790, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08050] added dtor for sub_bitmap 000000000215D4F0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08051] added dtor for sub_bitmap 000000000215F860, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08052] added dtor for sub_bitmap 0000000002160AF0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08053] added dtor for sub_bitmap 000000000215CE30, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08053] added dtor for sub_bitmap 00000000021605E0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08054] added dtor for sub_bitmap 0000000002160940, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08055] added dtor for sub_bitmap 000000000215E5D0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08056] added dtor for sub_bitmap 000000000215FA10, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08057] added dtor for sub_bitmap 000000000215DD60, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08058] added dtor for sub_bitmap 000000000215D6A0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08059] added dtor for sub_bitmap 000000000215E0C0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08059] added dtor for sub_bitmap 000000000215FD70, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08060] added dtor for sub_bitmap 000000000215EE40, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08061] added dtor for sub_bitmap 000000000215E270, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08062] added dtor for sub_bitmap 000000000215DBB0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08062] added dtor for sub_bitmap 000000000215EC90, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08063] added dtor for sub_bitmap 000000000215FF20, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08064] added dtor for sub_bitmap 000000000215CFE0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08065] added dtor for sub_bitmap 000000000215EFF0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08065] added dtor for sub_bitmap 000000000215F1A0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08066] added dtor for sub_bitmap 000000000215F500, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08067] added dtor for sub_bitmap 0000000002160280, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08067] added dtor for sub_bitmap 0000000002160430, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08069] added dtor for sub_bitmap 0000000002163450, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08069] added dtor for sub_bitmap 0000000002165460, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08070] added dtor for sub_bitmap 0000000002162520, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08071] added dtor for sub_bitmap 00000000021652B0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08072] added dtor for sub_bitmap 00000000021621C0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08072] added dtor for sub_bitmap 00000000021632A0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08073] added dtor for sub_bitmap 0000000002165610, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08074] added dtor for sub_bitmap 00000000021657C0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08074] added dtor for sub_bitmap 00000000021641D0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08075] added dtor for sub_bitmap 0000000002165970, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08076] added dtor for sub_bitmap 0000000002163E70, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08076] added dtor for sub_bitmap 0000000002162880, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08077] added dtor for sub_bitmap 0000000002164DA0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08078] added dtor for sub_bitmap 0000000002163960, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08078] added dtor for sub_bitmap 00000000021626D0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08080] added dtor for sub_bitmap 0000000002164890, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08080] added dtor for sub_bitmap 0000000002162010, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08081] added dtor for sub_bitmap 0000000002164F50, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08082] added dtor for sub_bitmap 0000000002165100, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08082] added dtor for sub_bitmap 0000000002162A30, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08083] added dtor for sub_bitmap 0000000002165B20, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08084] added dtor for sub_bitmap 0000000002162370, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08085] added dtor for sub_bitmap 0000000002161E60, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08085] added dtor for sub_bitmap 0000000002163B10, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08086] added dtor for sub_bitmap 0000000002164530, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08087] added dtor for sub_bitmap 0000000002163600, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08087] added dtor for sub_bitmap 0000000002162BE0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08088] added dtor for sub_bitmap 0000000002164BF0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08089] added dtor for sub_bitmap 00000000021646E0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08089] added dtor for sub_bitmap 0000000002162D90, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08090] added dtor for sub_bitmap 0000000002162F40, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08091] added dtor for sub_bitmap 0000000002164A40, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08091] added dtor for sub_bitmap 00000000021630F0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08092] added dtor for sub_bitmap 00000000021637B0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08093] added dtor for sub_bitmap 0000000002163CC0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08094] added dtor for sub_bitmap 0000000002164020, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08094] added dtor for sub_bitmap 0000000002164380, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08096] added dtor for sub_bitmap 0000000002168330, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08097] added dtor for sub_bitmap 00000000021695C0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08097] added dtor for sub_bitmap 0000000002169AD0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08098] added dtor for sub_bitmap 000000000216A340, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08099] added dtor for sub_bitmap 0000000002166680, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08100] added dtor for sub_bitmap 0000000002169E30, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08100] added dtor for sub_bitmap 0000000002169FE0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08101] added dtor for sub_bitmap 0000000002167E20, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08102] added dtor for sub_bitmap 0000000002168F00, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08102] added dtor for sub_bitmap 00000000021675B0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08104] added dtor for sub_bitmap 00000000021669E0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08104] added dtor for sub_bitmap 0000000002167760, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08105] added dtor for sub_bitmap 00000000021690B0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08106] added dtor for sub_bitmap 0000000002168690, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08107] added dtor for sub_bitmap 000000000216A190, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08107] added dtor for sub_bitmap 0000000002168840, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08108] added dtor for sub_bitmap 0000000002166830, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08109] added dtor for sub_bitmap 0000000002169260, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08109] added dtor for sub_bitmap 0000000002167910, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08110] added dtor for sub_bitmap 0000000002168BA0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08111] added dtor for sub_bitmap 0000000002169410, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08111] added dtor for sub_bitmap 0000000002167C70, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08112] added dtor for sub_bitmap 00000000021684E0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08113] added dtor for sub_bitmap 0000000002169770, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08113] added dtor for sub_bitmap 0000000002169920, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08114] added dtor for sub_bitmap 0000000002166B90, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08115] added dtor for sub_bitmap 0000000002169C80, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08116] added dtor for sub_bitmap 00000000021689F0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08116] added dtor for sub_bitmap 0000000002166D40, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08117] added dtor for sub_bitmap 0000000002168D50, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08118] added dtor for sub_bitmap 0000000002166EF0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08118] added dtor for sub_bitmap 0000000002168180, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08119] added dtor for sub_bitmap 00000000021670A0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08120] added dtor for sub_bitmap 0000000002167250, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08121] added dtor for sub_bitmap 0000000002167400, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08121] added dtor for sub_bitmap 0000000002167AC0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08122] added dtor for sub_bitmap 0000000002167FD0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08123] added dtor for sub_bitmap 000000000216B8C0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08124] added dtor for sub_bitmap 000000000216BA70, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08125] added dtor for sub_bitmap 000000000216DDE0, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08126] added dtor for sub_bitmap 000000000216B050, func 0000000061AC1BE5
dtor     D               dtor.c:196  _al_register_destructor          [   0.08127] added dtor for sub_bitmap 000000000216E4A0, func 0000000061AC1BE5
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.08127] removed dtor for bitmap 00000000020F4250
dtor     D               dtor.c:196  _al_register_destructor          [   0.08130] added dtor for font 00000000020D8120, func 0000000061BE13FE
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.08131] removed dtor for bitmap 00000000020DA5A0
audio-dsound I           dsound.cpp:271  _dsound_open                     [   0.08134] Starting DirectSound...
audio-dsound D           dsound.cpp:280  _dsound_open                     [   0.10684] DirectSoundCreate8 succeeded
audio-dsound I           dsound.cpp:73   get_window                       [   0.10708] Using desktop window: 0000000000010010
audio    I              audio.c:347  do_install_audio                 [   0.10717] Using DirectSound driver
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   0.10722] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   0.10723] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.10724] added dtor for voice 00000000020D5900, func 0000000061BF1303
dtor     D               dtor.c:196  _al_register_destructor          [   0.10724] added dtor for mixer 0000000002170C90, func 0000000061BEC91F
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.10725] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.10726] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.10866] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.10868] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.10873] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.10875] added dtor for sample_instance 0000000002170DF0, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10876] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10882] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10883] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10883] added dtor for sample_instance 0000000002128C00, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10884] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10884] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10885] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10885] added dtor for sample_instance 0000000002129000, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10886] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10886] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10887] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10887] added dtor for sample_instance 0000000002129120, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10888] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10888] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10889] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10889] added dtor for sample_instance 0000000002129240, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10890] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10890] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10891] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10891] added dtor for sample_instance 0000000002128920, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10899] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10900] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10901] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10901] added dtor for sample_instance 0000000002128A40, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10902] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10902] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10903] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10903] added dtor for sample_instance 0000000002135380, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10904] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10904] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10905] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10906] added dtor for sample_instance 00000000021359C0, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10906] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10907] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10907] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10908] added dtor for sample_instance 0000000002135AE0, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10908] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10909] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10909] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10910] added dtor for sample_instance 0000000002135C00, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10910] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10911] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10911] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10912] added dtor for sample_instance 0000000002135D20, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10913] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10913] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10913] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10914] added dtor for sample_instance 0000000002136790, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10915] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10915] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10916] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10916] added dtor for sample_instance 0000000002136310, func 0000000061BE59F2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10917] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10917] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10918] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.10918] added dtor for sample_instance 0000000002135FB0, func 0000000061BE59F2
